"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009416","GO:0009416","response to light stimulus","37/1320","326/18805",0.113496932515337,1.61690137572039,3.08719864241012,0.00264413487431746,0.0209552185617677,0.0149200020119023,"HMGN1/CAT/ATP1A2/MME/NMT2/PTPRK/HMGCR/PCNA/NPM1/EGFR/FOS/GPX1/IL12A/DTL/CDS1/BCL2/PBK/AQP1/MSH6/PCLAF/APP/KMT2A/PPP1CB/FEN1/RO60/MAPK11/PIK3R1/PER1/CRY1/NDRG4/MAP2K7/SLC1A3/MFAP4/ID2/SYNE1/HYAL2/PDE8B",37
"GO:0010948","GO:0010948","negative regulation of cell cycle process","36/1320","315/18805",0.114285714285714,1.62813852813853,3.08902570604713,0.00266717123178443,0.021109065795033,0.0150295404079386,"FHL1/RGCC/KLF4/EZH2/FOXN3/CDC14B/KANK2/NPM1/PTEN/CDK1/PTPN11/DUSP1/ZWINT/DTL/IER3/RAD21/BCL2/TIPRL/TTI2/BUB1B/CENPF/INTS7/BUB3/JADE1/VPS4A/WEE1/TOM1L1/RAD1/KAT2B/NDC80/CRY1/CDC20/TP53BP1/FAM107A/INHBA/MDC1",36
"GO:0050920","GO:0050920","regulation of chemotaxis","27/1320","217/18805",0.124423963133641,1.77257017176372,3.14507307029368,0.00269645923667362,0.0213119064499645,0.0151739618545941,"RARRES2/CXCR4/S100A14/ADGRA2/TPBG/S1PR1/VEGFD/F3/FGF2/PPM1F/IL6R/DUSP1/IL12A/MIF/LPAR1/MDK/WNK1/DUSP3/DAPK2/APP/XCL1/FGFR1/HRG/PTPN2/ADAM17/NEDD9/PTPRO",27
"GO:0033559","GO:0033559","unsaturated fatty acid metabolic process","17/1320","115/18805",0.147826086956522,2.10596179183136,3.2686141878215,0.00272621101661756,0.0215178579563649,0.0153205982106307,"AKR1C2/AKR1C1/AKR1C3/MGLL/GPX4/FABP5/ABHD6/PLA2G4A/GPX1/MIF/SCD/EPHX1/ELOVL5/ALOX5/ACOX1/FADS3/ABCD2",17
"GO:0010976","GO:0010976","positive regulation of neuron projection development","22/1320","165/18805",0.133333333333333,1.89949494949495,3.18857778367887,0.00274778068243795,0.0216587584238174,0.0154209185795962,"DDR1/EZH2/DMD/PRKCI/SERPINF1/SNX3/ENC1/VLDLR/NTRK2/DDR2/PUM2/MDK/FZD1/TENM3/FYN/CAMK1/KAT2B/EPHA3/NDRG4/FGFR1/RET/ARHGAP35",22
"GO:0010718","GO:0010718","positive regulation of epithelial to mesenchymal transition","11/1320","60/18805",0.183333333333333,2.61180555555556,3.43577582625563,0.00276031255685987,0.0217281360050118,0.0154703150412914,"RGCC/FERMT2/EZH2/TGFBR2/DAB2/TWIST1/MDK/COL1A1/CTNNB1/TCF7L2/BMP2",11
"GO:0010763","GO:0010763","positive regulation of fibroblast migration","5/1320","15/18805",0.333333333333333,4.74873737373737,3.99067650402259,0.00280109504591982,0.0219601327624266,0.0156354954748518,"AKAP12/ARHGEF7/DDR2/AQP1/ITGB3",5
"GO:0015670","GO:0015670","carbon dioxide transport","5/1320","15/18805",0.333333333333333,4.74873737373737,3.99067650402259,0.00280109504591982,0.0219601327624266,0.0156354954748518,"HBA1/HBB/HBG2/HBA2/AQP1",5
"GO:0060347","GO:0060347","heart trabecula formation","5/1320","15/18805",0.333333333333333,4.74873737373737,3.99067650402259,0.00280109504591982,0.0219601327624266,0.0156354954748518,"RBP4/TGFBR3/TEK/ADAMTS1/FHL2",5
"GO:0008543","GO:0008543","fibroblast growth factor receptor signaling pathway","19/1320","135/18805",0.140740740740741,2.00502244668911,3.2199546523643,0.00281619133214064,0.0220192141070057,0.0156775610718956,"GATA3/DDR1/GALNT3/EGFR/TEK/FGF2/PTPN11/SOS1/OFD1/NTRK2/DDR2/FLT1/TYRO3/CTNNB1/SPRY1/EPHA3/FGFR1/RET/EPHB1",19
"GO:0021782","GO:0021782","glial cell development","19/1320","135/18805",0.140740740740741,2.00502244668911,3.2199546523643,0.00281619133214064,0.0220192141070057,0.0156775610718956,"WASF3/SOX4/ASPA/VIM/CLU/PTEN/EGFR/SOS1/NTRK2/LPAR1/MDK/APP/TLR4/LAMB2/MXRA8/ZEB2/ITGB4/MOBP/TENM4",19
"GO:0001892","GO:0001892","embryonic placenta development","14/1320","87/18805",0.160919540229885,2.29249390456287,3.31999689094624,0.00283857951379271,0.0221645116190919,0.0157810121128027,"EPAS1/CDKN1C/ADM/KRT19/CEBPA/SPINT2/PHLDA2/KRT8/EGFR/CEBPB/CITED2/SETD2/FZD5/JUNB",14
"GO:0030111","GO:0030111","regulation of Wnt signaling pathway","39/1320","350/18805",0.111428571428571,1.58743506493506,3.04800821118953,0.00285737585718299,0.0222814114700012,0.0158642441729035,"CAV1/KANK1/PLPP3/ADGRA2/SOX4/TPBG/FOXO1/SOX9/IGFBP6/EGFR/FGF2/SMARCA4/MDFIC/GPC3/SNX3/DAB2/MDK/WNK1/FZD1/APP/COL1A1/CTNNB1/TLE3/JADE1/TMEM132A/FZD7/MBD2/ASPM/TLE1/ZEB2/RECK/EGR1/DKK3/TCF7L2/CSNK2A1/DIXDC1/BMP2/TSKU/PTPRO",39
"GO:0006278","GO:0006278","RNA-templated DNA biosynthetic process","12/1320","69/18805",0.173913043478261,2.47760210803689,3.37849186136514,0.00286710037629293,0.0222975429798482,0.0158757297204612,"NEK7/DKC1/CCT2/CCT6A/HNRNPD/NHP2/HNRNPA1/GCH1/CCT3/CTNNB1/HNRNPC/CCT5",12
"GO:0030199","GO:0030199","collagen fibril organization","12/1320","69/18805",0.173913043478261,2.47760210803689,3.37849186136514,0.00286710037629293,0.0222975429798482,0.0158757297204612,"DPT/PXDN/CRTAP/FMOD/DDR2/ADAMTS7/COL11A1/COL1A1/EFEMP2/PLOD2/COL1A2/ANXA2",12
"GO:0002027","GO:0002027","regulation of heart rate","16/1320","106/18805",0.150943396226415,2.15037164093768,3.26333138107005,0.00289342392414492,0.0224423360294862,0.01597882158684,"BIN1/CAV1/EPAS1/DSP/EDNRB/ADM/DMD/KCNJ8/SNTA1/GCH1/CALM1/SRI/ANK2/CASQ2/CACNA1D/RGS4",16
"GO:0061326","GO:0061326","renal tubule development","16/1320","106/18805",0.150943396226415,2.15037164093768,3.26333138107005,0.00289342392414492,0.0224423360294862,0.01597882158684,"CD24/TACSTD2/GATA3/COL4A1/ACAT1/SOX9/FGF2/GPC3/BCL2/PROM1/AQP1/CTNNB1/TFAP2B/CALB1/STAT1/BMP2",16
"GO:0048872","GO:0048872","homeostasis of number of cells","38/1320","339/18805",0.112094395280236,1.59692053276124,3.04725795845633,0.0028977590934108,0.0224460727647845,0.0159814821221144,"EPAS1/TGFBR3/GATA3/MTHFD1/EZH2/SOX4/ANXA1/SOX9/HIPK2/PTPN11/MYB/SOS1/SLC11A2/MIF/FSTL1/KLF2/BCL2/PPP3CB/PMAIP1/CITED2/UBAP2L/SFXN1/KMT2A/TAL1/ADGRF5/NEMP1/TRIM10/ISG15/ZBTB7A/ZFP36/EPB42/PTPN2/LRRC19/STAT1/ID2/INHBA/ADAM17/SMAD5",38
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","28/1320","229/18805",0.122270742358079,1.74189493185126,3.10358263157155,0.0029318470594819,0.0226799589926721,0.016148007848408,"ACACB/LPL/AKR1C3/QKI/ACSM5/ACADL/OSBPL1A/MGLL/GPX4/FABP5/CES1/XBP1/HACD2/RGN/PLA2G4A/MIF/SCD/WDTC1/SRR/NR1H3/APOC1/ELOVL5/KAT2B/CYP3A4/DSE/ALOX5/FADS3/ABCD2",28
"GO:0043276","GO:0043276","anoikis","8/1320","36/18805",0.222222222222222,3.16582491582492,3.57382512179426,0.00297282607213439,0.0229360422121627,0.0163303377123869,"CAV1/NTRK2/BCL2/PTRH2/CEACAM6/DAPK2/MAP3K7/TLE1",8
"GO:0060317","GO:0060317","cardiac epithelial to mesenchymal transition","8/1320","36/18805",0.222222222222222,3.16582491582492,3.57382512179426,0.00297282607213439,0.0229360422121627,0.0163303377123869,"TGFBR3/MSX1/TMEM100/TGFBR2/TWIST1/RTN4/SPRY1/BMP2",8
"GO:0045667","GO:0045667","regulation of osteoblast differentiation","21/1320","156/18805",0.134615384615385,1.91775932400932,3.16258785389462,0.0030174936275028,0.0232191550597144,0.0165319125250101,"PPARG/FERMT2/CEBPA/SOX9/IGF1/PTEN/FGF2/CRIM1/IL6R/LTF/TWIST1/DDR2/CEBPB/SMAD6/FZD1/SUCO/CTNNB1/TOB1/IL6ST/BMP2/SMAD5",21
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","21/1320","156/18805",0.134615384615385,1.91775932400932,3.16258785389462,0.0030174936275028,0.0232191550597144,0.0165319125250101,"ADIPOQ/CD36/ANGPT1/PLPP3/IGF1/EGFR/PTPN11/CSPG4/ENPP2/IL6R/IL12A/APP/CTF1/FYN/PECAM1/HRG/PTPN2/ITGB3/ADAM17/HYAL2/NEDD9",21
"GO:0051084","GO:0051084","'de novo' post-translational protein folding","9/1320","44/18805",0.204545454545455,2.9139979338843,3.49236059774726,0.00304173934837121,0.0233349957359222,0.0166143904584655,"CCT2/CCT6A/CCT3/DNAJB4/HSPH1/HSPE1/DNAJB1/HSPA5/CCT5",9
"GO:0061640","GO:0061640","cytoskeleton-dependent cytokinesis","18/1320","126/18805",0.142857142857143,2.03517316017316,3.20332300879554,0.00304498660111543,0.0233349957359222,0.0166143904584655,"SPTBN1/ANK3/STMN1/ACTR2/SEPTIN11/EXOC7/MYH10/WNK1/SEPTIN8/CEP55/VPS4A/ACTR3/SEPTIN10/NUSAP1/ECT2/KIF20A/ROCK2/KIF20B",18
"GO:0001889","GO:0001889","liver development","20/1320","146/18805",0.136986301369863,1.95153590701536,3.1712953845681,0.00305257798296527,0.0233349957359222,0.0166143904584655,"PCK1/TGFBR3/CEBPA/EZH2/ASS1/ACAT1/SOX9/PCNA/EGFR/XBP1/RGN/AURKA/HNRNPD/CEBPB/MDK/CITED2/RTN4/RCBTB2/SRSF1/PHF2",20
"GO:0006986","GO:0006986","response to unfolded protein","20/1320","146/18805",0.136986301369863,1.95153590701536,3.1712953845681,0.00305257798296527,0.0233349957359222,0.0166143904584655,"HSPB2/OPTN/XBP1/HSPB7/EDEM3/HSF1/UBXN4/AGR2/DNAJB4/PPP1R15A/STC2/EIF2AK3/HSPH1/SERP1/WFS1/PIK3R1/HSPE1/DNAJB1/PTPN2/HSPA5",20
"GO:0050921","GO:0050921","positive regulation of chemotaxis","20/1320","146/18805",0.136986301369863,1.95153590701536,3.1712953845681,0.00305257798296527,0.0233349957359222,0.0166143904584655,"RARRES2/CXCR4/S100A14/TPBG/S1PR1/VEGFD/F3/FGF2/PPM1F/IL6R/IL12A/LPAR1/MDK/WNK1/DAPK2/APP/XCL1/FGFR1/ADAM17/NEDD9",20
"GO:0003015","GO:0003015","heart process","31/1320","263/18805",0.11787072243346,1.67921131466759,3.04778106388593,0.00319668784461912,0.0244045959304147,0.0173759399983436,"BIN1/CAV1/EPAS1/DSP/CXCR4/ATP1B1/EDNRB/ADM/ATP1A2/DMD/KCNJ8/CELF2/GSN/CXADR/SNTA1/ATP1A1/SGCG/HSPB7/GPX1/ASPH/ATP2B4/GCH1/CALM1/SMAD7/SRI/FYN/ANK2/CASQ2/CACNA1D/RGS4/SMAD5",31
"GO:0045637","GO:0045637","regulation of myeloid cell differentiation","27/1320","220/18805",0.122727272727273,1.74839876033058,3.06790837987127,0.00327048526686533,0.0248850835962378,0.0177180446115522,"ADIPOQ/QKI/TFE3/ZBTB16/MITF/MYB/FAXDC2/FOS/LTF/CEBPB/CNOT4/HSF1/HMGB3/RUNX1/TAL1/CTNNB1/TLR4/ISG15/PIAS3/PIK3R1/ZFP36/THPO/PTPN2/STAT1/ID2/INHBA/NEDD9",27
"GO:0010039","GO:0010039","response to iron ion","7/1320","29/18805",0.241379310344828,3.4387408568443,3.6111238481521,0.00327671401172779,0.0248850835962378,0.0177180446115522,"TFAP2A/ACO1/TF/ALAD/SLC11A2/BCL2/ABAT",7
"GO:0070977","GO:0070977","bone maturation","7/1320","29/18805",0.241379310344828,3.4387408568443,3.6111238481521,0.00327671401172779,0.0248850835962378,0.0177180446115522,"LEP/IGF1/ZBTB16/LTF/ADAMTS7/BMP2/PLXNB1",7
"GO:0072207","GO:0072207","metanephric epithelium development","7/1320","29/18805",0.241379310344828,3.4387408568443,3.6111238481521,0.00327671401172779,0.0248850835962378,0.0177180446115522,"ADIPOQ/ACAT1/SOX9/AQP1/LAMB2/CALB1/STAT1",7
"GO:0009083","GO:0009083","branched-chain amino acid catabolic process","6/1320","22/18805",0.272727272727273,3.8853305785124,3.72052055358455,0.00332067917264039,0.0250902125451623,0.0178640953111253,"ECHS1/ACAT1/ALDH6A1/MCCC1/HMGCL/DLD",6
"GO:0010560","GO:0010560","positive regulation of glycoprotein biosynthetic process","6/1320","22/18805",0.272727272727273,3.8853305785124,3.72052055358455,0.00332067917264039,0.0250902125451623,0.0178640953111253,"SLC2A10/IGF1/PAWR/CTNNB1/CHP1/TCF7L2",6
"GO:0098801","GO:0098801","regulation of renal system process","6/1320","22/18805",0.272727272727273,3.8853305785124,3.72052055358455,0.00332067917264039,0.0250902125451623,0.0178640953111253,"ADIPOQ/INPP5K/NPR1/AGTR1/CORO2B/PTPRO",6
"GO:1903707","GO:1903707","negative regulation of hemopoiesis","18/1320","127/18805",0.141732283464567,2.01914817465999,3.16630884745181,0.00332095345447556,0.0250902125451623,0.0178640953111253,"ADIPOQ/QKI/CEBPA/ANXA1/LGALS1/LTF/MDK/HMGB3/RUNX1/STAT5A/SMAD7/CTNNB1/TLR4/PIAS3/PIK3R1/PTPN2/ID2/INHBA",18
"GO:0032330","GO:0032330","regulation of chondrocyte differentiation","10/1320","53/18805",0.188679245283019,2.6879645511721,3.38108997446977,0.00340908299319314,0.0256231076585162,0.0182435137428604,"TRPS1/EFEMP1/SOX9/MAF/ZBTB16/PTPN11/MDK/ADAMTS7/SMAD7/CTNNB1",10
"GO:0032964","GO:0032964","collagen biosynthetic process","10/1320","53/18805",0.188679245283019,2.6879645511721,3.38108997446977,0.00340908299319314,0.0256231076585162,0.0182435137428604,"RGCC/LARP6/VIM/MYB/IL6R/DDR2/RUNX1/SUCO/COL1A1/INHBA",10
"GO:0046460","GO:0046460","neutral lipid biosynthetic process","10/1320","53/18805",0.188679245283019,2.6879645511721,3.38108997446977,0.00340908299319314,0.0256231076585162,0.0182435137428604,"PCK1/AGPAT2/ACSL1/RGN/PLA2G4A/DGAT1/GK/NR1H3/LPIN1/PNPLA2",10
"GO:0046463","GO:0046463","acylglycerol biosynthetic process","10/1320","53/18805",0.188679245283019,2.6879645511721,3.38108997446977,0.00340908299319314,0.0256231076585162,0.0182435137428604,"PCK1/AGPAT2/ACSL1/RGN/PLA2G4A/DGAT1/GK/NR1H3/LPIN1/PNPLA2",10
"GO:0019751","GO:0019751","polyol metabolic process","16/1320","108/18805",0.148148148148148,2.11054994388328,3.18011830574573,0.00350223467308231,0.0262217441782834,0.0186697396995593,"LEP/PCK1/PLPP3/ITPK1/PLPP1/PLPP2/PLA2G4A/SPTSSA/GCH1/P2RY1/QDPR/GK/PTS/INPP4B/CYP3A4/ASAH1",16
"GO:0048010","GO:0048010","vascular endothelial growth factor receptor signaling pathway","16/1320","108/18805",0.148148148148148,2.11054994388328,3.18011830574573,0.00350223467308231,0.0262217441782834,0.0186697396995593,"DDR1/FZD4/VEGFD/EGFR/TEK/XBP1/NTRK2/DDR2/FLT1/TYRO3/FYN/EPHA3/FGFR1/RET/ITGB3/EPHB1",16
"GO:0097306","GO:0097306","cellular response to alcohol","16/1320","108/18805",0.148148148148148,2.11054994388328,3.18011830574573,0.00350223467308231,0.0262217441782834,0.0186697396995593,"AKR1C2/AKR1C3/CDH1/CES1/GNAI1/FOS/KLF2/ABCA1/NFE2L1/CTNNB1/SCNN1A/ADCY6/CDK4/KLF9/PTGER4/INHBA",16
"GO:0042552","GO:0042552","myelination","21/1320","158/18805",0.132911392405063,1.89348388952819,3.09877506544439,0.00351668311479325,0.0262961221356491,0.0187226964019802,"WASF3/QKI/CXCR4/CD9/ASPA/CLU/PTEN/SOS1/NTRK2/LPAR1/CLDN5/CTNNB1/ANK2/EIF2AK3/PMP22/LPIN1/ITGB4/MOBP/TENM4/TNFRSF1B/ABCD2",21
"GO:0060047","GO:0060047","heart contraction","30/1320","254/18805",0.118110236220472,1.68262347888332,3.00949541443227,0.00357876712828305,0.0265873318924017,0.0189300361700588,"BIN1/CAV1/EPAS1/DSP/CXCR4/ATP1B1/EDNRB/ADM/ATP1A2/DMD/KCNJ8/CELF2/GSN/CXADR/SNTA1/ATP1A1/SGCG/HSPB7/GPX1/ASPH/ATP2B4/GCH1/CALM1/SMAD7/SRI/ANK2/CASQ2/CACNA1D/RGS4/SMAD5",30
"GO:0006527","GO:0006527","arginine catabolic process","4/1320","10/18805",0.4,5.69848484848485,4.08334367793536,0.00360063233803876,0.0265873318924017,0.0189300361700588,"FAH/ATP2B4/DDAH1/OAT",4
"GO:0019530","GO:0019530","taurine metabolic process","4/1320","10/18805",0.4,5.69848484848485,4.08334367793536,0.00360063233803876,0.0265873318924017,0.0189300361700588,"GHR/CDO1/FMO3/STAT5A",4
"GO:0019694","GO:0019694","alkanesulfonate metabolic process","4/1320","10/18805",0.4,5.69848484848485,4.08334367793536,0.00360063233803876,0.0265873318924017,0.0189300361700588,"GHR/CDO1/FMO3/STAT5A",4
"GO:0031509","GO:0031509","subtelomeric heterochromatin formation","4/1320","10/18805",0.4,5.69848484848485,4.08334367793536,0.00360063233803876,0.0265873318924017,0.0189300361700588,"EZH2/EZH1/H3-3B/HAT1",4
"GO:0032353","GO:0032353","negative regulation of hormone biosynthetic process","4/1320","10/18805",0.4,5.69848484848485,4.08334367793536,0.00360063233803876,0.0265873318924017,0.0189300361700588,"ATP1A1/DKK3/BMP2/PDE8B",4
"GO:1904869","GO:1904869","regulation of protein localization to Cajal body","4/1320","10/18805",0.4,5.69848484848485,4.08334367793536,0.00360063233803876,0.0265873318924017,0.0189300361700588,"CCT2/CCT6A/CCT3/CCT5",4
"GO:1904871","GO:1904871","positive regulation of protein localization to Cajal body","4/1320","10/18805",0.4,5.69848484848485,4.08334367793536,0.00360063233803876,0.0265873318924017,0.0189300361700588,"CCT2/CCT6A/CCT3/CCT5",4
"GO:2001241","GO:2001241","positive regulation of extrinsic apoptotic signaling pathway in absence of ligand","4/1320","10/18805",0.4,5.69848484848485,4.08334367793536,0.00360063233803876,0.0265873318924017,0.0189300361700588,"PPP2R1B/SRPX/RET/INHBA",4
"GO:1900024","GO:1900024","regulation of substrate adhesion-dependent cell spreading","11/1320","62/18805",0.17741935483871,2.52755376344086,3.31018346688902,0.0036012712211339,0.0265873318924017,0.0189300361700588,"TACSTD2/KANK1/FERMT2/ITGB1BP1/ARHGEF7/POSTN/DAB2/MDK/S100A10/ITGB3/NEDD9",11
"GO:1904019","GO:1904019","epithelial cell apoptotic process","13/1320","80/18805",0.1625,2.31500946969697,3.23848753021586,0.00362199737444418,0.026706499628022,0.0190148829517789,"TIA1/KRT18/GSN/KRT8/TGFBR2/BCL2/MDK/ESR1/WFS1/CAST/ANXA2/TCF7L2/ZFP36",13
"GO:0030225","GO:0030225","macrophage differentiation","12/1320","71/18805",0.169014084507042,2.4078104993598,3.2654074914723,0.00366008878711159,0.0269192136173296,0.0191663341589841,"ADIPOQ/QKI/GATA3/CEBPA/NPM1/NR3C1/HSF1/APP/TLR4/PTPN2/ID2/INHBA",12
"GO:0042987","GO:0042987","amyloid precursor protein catabolic process","12/1320","71/18805",0.169014084507042,2.4078104993598,3.2654074914723,0.00366008878711159,0.0269192136173296,0.0191663341589841,"BIN1/RTN3/CLU/IGF1/NTRK2/RTN4/RTN1/APP/DHCR24/SORL1/ADAM17/ROCK2",12
"GO:0006163","GO:0006163","purine nucleotide metabolic process","47/1320","448/18805",0.104910714285714,1.49458028950216,2.91108057297403,0.00377666831349498,0.0277066661537888,0.0197269960959436,"ACACB/GPD1/PDE2A/ATP1B1/PFKFB3/MTHFD1/ATP1A2/PGM1/FMO2/PID1/RHOQ/ME1/LDHB/IGF1/IDH2/PDE4A/NME4/ALDH1L1/IER3/HK2/NPR1/NMNAT2/TPST2/RAN/AK2/GOT2/APP/NNT/TKT/PDE8A/PINK1/TJP2/ADCY6/PAICS/IDH1/MDH1/PRPS2/KAT2B/ZBTB20/ZBTB7A/PGD/AK4/HPRT1/MFN1/KYNU/SULT1B1/PDE8B",47
"GO:0010975","GO:0010975","regulation of neuron projection development","47/1320","448/18805",0.104910714285714,1.49458028950216,2.91108057297403,0.00377666831349498,0.0277066661537888,0.0197269960959436,"KANK1/SEMA3G/CDH1/GATA3/DDR1/FZD4/KLF4/EZH2/DMD/PRKCI/FKBP4/SERPINF1/VIM/PTEN/FN1/SNX3/ENC1/DAB2/VLDLR/NTRK2/DDR2/LPAR1/PUM2/MDK/PLXND1/RTN4/FZD1/TENM3/ADCY6/FYN/SS18L1/CAMK1/PMP22/KAT2B/EPHA3/NDRG4/FGFR1/RET/TSKU/SPP1/SDC2/SYNE1/ARHGAP35/PTPRO/PLXNB1/NDEL1/PDLIM5",47
"GO:0036260","GO:0036260","RNA capping","5/1320","16/18805",0.3125,4.45194128787879,3.79534121892843,0.00384116559444362,0.0279195053279937,0.0198785364341171,"SNRPB/SNRPE/SNRPG/SNRPD3/CMTR1",5
"GO:0048385","GO:0048385","regulation of retinoic acid receptor signaling pathway","5/1320","16/18805",0.3125,4.45194128787879,3.79534121892843,0.00384116559444362,0.0279195053279937,0.0198785364341171,"AKR1C3/EZH2/DHRS3/KLF2/CTBP2",5
"GO:0051895","GO:0051895","negative regulation of focal adhesion assembly","5/1320","16/18805",0.3125,4.45194128787879,3.79534121892843,0.00384116559444362,0.0279195053279937,0.0198785364341171,"ITGB1BP1/DLC1/PTEN/APOD/FAM107A",5
"GO:0060856","GO:0060856","establishment of blood-brain barrier","5/1320","16/18805",0.3125,4.45194128787879,3.79534121892843,0.00384116559444362,0.0279195053279937,0.0198785364341171,"FZD4/ADGRA2/CTNNB1/MXRA8/RECK",5
"GO:0150118","GO:0150118","negative regulation of cell-substrate junction organization","5/1320","16/18805",0.3125,4.45194128787879,3.79534121892843,0.00384116559444362,0.0279195053279937,0.0198785364341171,"ITGB1BP1/DLC1/PTEN/APOD/FAM107A",5
"GO:2000696","GO:2000696","regulation of epithelial cell differentiation involved in kidney development","5/1320","16/18805",0.3125,4.45194128787879,3.79534121892843,0.00384116559444362,0.0279195053279937,0.0198785364341171,"CD24/GATA3/PROM1/CTNNB1/STAT1",5
"GO:2000767","GO:2000767","positive regulation of cytoplasmic translation","5/1320","16/18805",0.3125,4.45194128787879,3.79534121892843,0.00384116559444362,0.0279195053279937,0.0198785364341171,"PAIP1/CSDE1/HNRNPD/DHX9/YBX3",5
"GO:0043405","GO:0043405","regulation of MAP kinase activity","16/1320","109/18805",0.146788990825688,2.09118710036141,3.13918847366571,0.00384402459623192,0.0279195053279937,0.0198785364341171,"ADIPOQ/CD24/GHR/EZH2/INPP5K/SASH1/FGF2/DUSP1/S100A12/FLT1/TLR4/MAP3K7/MAP2K7/FGFR1/HYAL2/KSR1",16
"GO:0061008","GO:0061008","hepaticobiliary system development","20/1320","149/18805",0.134228187919463,1.91224323774659,3.07166457377139,0.00386654935065111,0.0280481319645613,0.0199701179020323,"PCK1/TGFBR3/CEBPA/EZH2/ASS1/ACAT1/SOX9/PCNA/EGFR/XBP1/RGN/AURKA/HNRNPD/CEBPB/MDK/CITED2/RTN4/RCBTB2/SRSF1/PHF2",20
"GO:0030048","GO:0030048","actin filament-based movement","19/1320","139/18805",0.136690647482014,1.94732395901461,3.08006271284993,0.00391687748691559,0.0283337112121076,0.0201734487780807,"BIN1/CAV1/QKI/DSP/ATP1A2/KCNJ8/GSN/MYO6/SNTA1/PARVA/ATP1A1/FNBP1L/SUN2/LIMCH1/MYH10/SRI/ANK2/ZEB2/CACNA1D",19
"GO:0051592","GO:0051592","response to calcium ion","19/1320","139/18805",0.136690647482014,1.94732395901461,3.08006271284993,0.00391687748691559,0.0283337112121076,0.0201734487780807,"CAV1/AKR1C3/SDC1/FOSB/AQP3/EGFR/TXNIP/FOS/ASPH/HNRNPD/HOMER1/CALM1/APP/ADD1/ENTPD6/CASQ2/KCNB1/ECT2/JUNB",19
"GO:0010874","GO:0010874","regulation of cholesterol efflux","10/1320","54/18805",0.185185185185185,2.6381874298541,3.31228364898656,0.00392615527383349,0.0283337112121076,0.0201734487780807,"ADIPOQ/ABCA8/PPARG/CAV1/CES1/RXRA/ABCA1/SREBF2/NR1H3/ABCA5",10
"GO:0050873","GO:0050873","brown fat cell differentiation","10/1320","54/18805",0.185185185185185,2.6381874298541,3.31228364898656,0.00392615527383349,0.0283337112121076,0.0201734487780807,"LEP/FABP4/ADIPOQ/CEBPA/TFE3/ALDH6A1/SLC7A10/BNIP3/EBF2/CEBPB",10
"GO:0043122","GO:0043122","regulation of canonical NF-kappaB signal transduction","34/1320","300/18805",0.113333333333333,1.61457070707071,2.94826968801645,0.0039302383964606,0.0283337112121076,0.0201734487780807,"ADIPOQ/CD36/CAV1/S100B/TGFBR3/ANGPT1/EDNRB/KLF4/OPTN/LGALS1/TNIP1/UBD/LTF/TRIM8/DHX15/LPAR1/PLK2/S100A12/S100A4/CANT1/TNIP3/GPR89A/PINK1/TLR4/ESR1/MAP3K7/APOL3/TLE1/PER1/ECT2/INAVA/BIRC2/LRRC19/STAT1",34
"GO:0051336","GO:0051336","regulation of hydrolase activity","37/1320","334/18805",0.110778443113772,1.57817319905643,2.9293094596807,0.00397159609639586,0.0285964737472261,0.0203605342785762,"BIN1/ANGPTL4/CAV2/RGS1/ITGB1BP1/EZH2/SERPINF1/TBC1D30/STMN1/PCNA/NPM1/TIMP3/ARHGEF7/ARFGEF1/SERPING1/NTRK2/URI1/WNK1/SERPINB4/S100A10/AGTR1/SH3BP4/NR1H3/APOC1/CHP1/RALGAPA1/RECK/ECT2/EPHA3/TIMP2/VAV3/MAP4K4/FGFR1/RAPGEF3/BMP2/PLXNB1/NDEL1",37
"GO:0071549","GO:0071549","cellular response to dexamethasone stimulus","7/1320","30/18805",0.233333333333333,3.32411616161616,3.50032003488132,0.00401919101092331,0.0287304808815796,0.0204559466317459,"PCK1/ASS1/SERPINF1/EGFR/NR3C1/AQP1/CBX3",7
"GO:0072012","GO:0072012","glomerulus vasculature development","7/1320","30/18805",0.233333333333333,3.32411616161616,3.50032003488132,0.00401919101092331,0.0287304808815796,0.0204559466317459,"ANGPT1/TEK/IL6R/AQP1/PECAM1/EGR1/ITGB3",7
"GO:0090140","GO:0090140","regulation of mitochondrial fission","7/1320","30/18805",0.233333333333333,3.32411616161616,3.50032003488132,0.00401919101092331,0.0287304808815796,0.0204559466317459,"PPARG/AURKA/TMEM135/BNIP3/DCN/PINK1/MIEF1",7
"GO:0097421","GO:0097421","liver regeneration","7/1320","30/18805",0.233333333333333,3.32411616161616,3.50032003488132,0.00401919101092331,0.0287304808815796,0.0204559466317459,"EZH2/PCNA/EGFR/RGN/AURKA/CEBPB/SRSF1",7
"GO:0120255","GO:0120255","olefinic compound biosynthetic process","7/1320","30/18805",0.233333333333333,3.32411616161616,3.50032003488132,0.00401919101092331,0.0287304808815796,0.0204559466317459,"AKR1C3/ADM/DAB2/EGR1/DKK3/BMP2/INHBA",7
