"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol","threshold"
"201663_s_at",181.552932558139,269.150812790698,3.48070929460045,0.000791234352463684,0.0166428197019547,-4.50967670413981,"SMC4","Up"
"203453_at",378.987279069767,637.537802325581,3.48053013660598,0.000791697207919578,0.0166428197019547,-4.50968521154307,"SCNN1A","Up"
"220175_s_at",234.384260465117,638.237288372093,3.47990577163444,0.000793312256763425,0.0166610527968515,-4.5097148580826,"ZNG1A","Up"
"202357_s_at",527.954534883721,1190.15647674419,3.47913599029244,0.000795307738125817,0.0166872338311277,-4.5097514056823,"CFB","Up"
"213786_at",120.210090697674,210.71495,3.47810696272899,0.000797982660304126,0.016727608296855,-4.50980025535756,"TAX1BP1","Up"
"221624_at",-163.662258139535,497.882315116279,-3.47584481514843,0.000803892934031507,0.0168356637678798,-4.50990761759774,"TCL6","Down"
"221505_at",346.162604651162,723.791511627907,3.47426360536669,0.000808048651704369,0.0169068057332661,-4.50998264129572,"ANP32E","Up"
"205225_at",1238.05730232558,2646.76444186047,3.47368497791503,0.000809574457235138,0.0169228401787716,-4.51001009111967,"ESR1","Up"
"208920_at",-107.666581395349,337.759662790698,-3.4722771534278,0.000813298174236226,0.0169847452825734,-4.51007686798636,"SRI","Down"
"204299_at",214.983495348837,371.284738372093,3.47137907796095,0.000815682039457214,0.0170185794805478,-4.5101194589199,"SRSF10","Up"
"203291_at",-116.859465116279,455.965825581395,-3.47099814863759,0.00081669517530872,0.0170237779152518,-4.51013752267782,"CNOT4","Down"
"202085_at",-531.050976744186,1295.78574418605,-3.47053766524475,0.000817921482726181,0.0170334059809229,-4.51015935756397,"TJP2","Down"
"210579_s_at",-192.216186046511,665.598837209302,-3.46907912100567,0.000821817196862864,0.0170985551799208,-4.51022850809914,"TRIM10","Down"
"201711_x_at",158.520679069767,305.794527906977,3.46857494900743,0.00082316788968215,0.0171029870421011,-4.51025240778597,"RANBP2","Up"
"218834_s_at",53.2092627906977,91.5966779069768,3.46842676477219,0.000823565278291724,0.0171029870421011,-4.51025943195128,"TMEM132A","Up"
"209195_s_at",-390.442441860465,1207.71812790698,-3.46723094504755,0.000826778766001105,0.0171537348629447,-4.51031611009613,"ADCY6","Down"
"205483_s_at",378.847160465116,728.678531395349,3.46616381395215,0.000829656423971931,0.0171974270654572,-4.51036668040051,"ISG15","Up"
"201525_at",-989.70604651163,2934.48953488372,-3.4656949503685,0.000830923763022481,0.0171983828052661,-4.51038889688343,"APOD","Down"
"213316_at",-176.08423255814,590.167813953488,-3.46557578276092,0.000831246164397596,0.0171983828052661,-4.51039454323951,"JCAD","Down"
"209554_at",-51.2756255813953,103.329580232558,-3.46510760049713,0.000832513949250002,0.0172086348155267,-4.51041672552314,"CD36","Down"
"205428_s_at",-542.354325581395,1883.4863255814,-3.464652240292,0.000833748764111873,0.0172181869422659,-4.51043829883829,"CALB2","Down"
"203574_at",-500.38223255814,1593.99237209302,-3.46423967560404,0.000834869021539509,0.0172253577842267,-4.51045784340963,"NFIL3","Down"
"204438_at",-474.140186046512,1471.62648837209,-3.46353603198441,0.000836782938759939,0.0172318386254508,-4.51049117462807,"MRC1","Down"
"212387_at",-284.882790697674,892.420651162791,-3.46332708797672,0.000837352065404791,0.0172318386254508,-4.51050107152827,"TCF4","Down"
"214039_s_at",957.662093023256,2956.01197674419,3.46327166670493,0.000837503084475305,0.0172318386254508,-4.51050369657661,"LAPTM4B","Up"
"221042_s_at",-52.3039465116279,94.4719081395349,-3.45931438382541,0.000848353102615958,0.0174296284706856,-4.510691079283,"CLMN","Down"
"217551_at",-230.835720930233,819.743418604651,-3.4589658198685,0.000849315120457971,0.0174296284706856,-4.51070757901655,"OR7E14P","Down"
"210105_s_at",-436.247348837209,1736.1431627907,-3.45891239435295,0.000849462662979156,0.0174296284706856,-4.51071010790855,"FYN","Down"
"217645_at",-761.034976744187,2740.71623255814,-3.45764257205701,0.000852976594433878,0.0174856278323552,-4.51077020895711,"COX16","Down"
"215108_x_at",147.300141860465,254.97978255814,3.4570180374748,0.000854709873593905,0.0175050552511884,-4.51079976421649,"TOX3","Up"
"204963_at",-377.797767441861,1156.26946511628,-3.45662081097606,0.000855814030295502,0.0175115739550732,-4.5108185610058,"SSPN","Down"
"209744_x_at",302.501348837209,716.532023255814,3.4559262539582,0.000857747901386759,0.0175227255915297,-4.51085142484359,"ITCH","Up"
"212481_s_at",221.228909302325,577.229289534884,3.45580689979601,0.000858080636837439,0.0175227255915297,-4.51085707189546,"TPM4","Up"
"201091_s_at",302.253555813953,716.929384883721,3.45557834508821,0.0008587181414509,0.0175227255915297,-4.5108678853185,"CBX3","Up"
"217139_at",-191.011767441861,696.885441860465,-3.45448750348051,0.000861766973150411,0.0175670029660294,-4.51091949037698,"VDAC1","Down"
"204396_s_at",-247.098546511628,646.831929069767,-3.45423837050191,0.000862464715022042,0.0175670029660294,-4.51093127508096,"GRK5","Down"
"203299_s_at",-449.285069767442,1552.6096744186,-3.45365016728107,0.000864114199890074,0.017584526681416,-4.51095909705213,"AP1S2","Down"
"213491_x_at",795.081334883722,1821.00414651163,3.45230931514059,0.000867885454317562,0.0176177937785783,-4.51102251018992,"RPN2","Up"
"208981_at",-440.990906976745,982.257825581395,-3.45224018339375,0.000868080313267356,0.0176177937785783,-4.51102577930673,"PECAM1","Down"
"201014_s_at",260.613455813954,619.184674418605,3.4522257930371,0.000868120879992773,0.0176177937785783,-4.51102645979676,"PAICS","Up"
"203823_at",-280.126348837209,661.363918604651,-3.45167231619102,0.000869682501207316,0.0176334260003664,-4.5110526314621,"RGS3","Down"
"210559_s_at",274.658202325581,624.583347674419,3.45109469617423,0.000871315067877657,0.0176504669613799,-4.511079942465,"CDK1","Up"
"210024_s_at",-276.457790697674,840.748802325581,-3.45016956270519,0.000873935860787286,0.0176874775530637,-4.51112367969803,"UBE2E3","Down"
"214728_x_at",468.893209302326,973.408930232558,3.44876833487265,0.000877919539176313,0.0177519792118564,-4.5111899136283,"SMARCA4","Up"
"203407_at",-83.1794697674419,205.268930232558,-3.44277346604669,0.000895157120272072,0.0180841215875091,-4.51147312589892,"PPL","Down"
"217913_at",-246.151604651163,883.818848837209,-3.43771494504912,0.000909950169927256,0.0183511312210708,-4.51171190537732,"VPS4A","Down"
"218477_at",635.139886046511,1156.61215,3.43769088030338,0.000910021092280357,0.0183511312210708,-4.5117130408827,"TMEM14A","Up"
"211536_x_at",-561.772209302325,2149.70359302326,-3.43606568377025,0.000914822867773521,0.0184312820638313,-4.51178971698042,"MAP3K7","Down"
"209090_s_at",-523.91253488372,1878.24910465116,-3.43438668036608,0.000919808705252483,0.0185149931157553,-4.51186891198924,"SH3GLB1","Down"
"220206_at",162.27433255814,435.542252325581,3.43317291243304,0.000923428959949036,0.0185622969236167,-4.5119261503697,"ZMYM1","Up"
"208864_s_at",435.506418604651,1259.25486046512,3.43302705686704,0.000923864900333198,0.0185622969236167,-4.51193302786349,"TXN","Up"
"200940_s_at",-462.280995348837,1010.89173488372,-3.43276193983771,0.00092465779227279,0.0185622969236167,-4.51194552847836,"RERE","Down"
"202920_at",-354.917069767442,1324.5081627907,-3.43195616724262,0.000927071576148834,0.0185940017383658,-4.5119835186439,"ANK2","Down"
"201990_s_at",-399.601186046512,1233.96275581395,-3.43036777480722,0.000931847195744282,0.0186729775744333,-4.51205839385742,"CREBL2","Down"
"203920_at",-150.440802325582,358.30236627907,-3.42810120057213,0.000938701993735785,0.0187934380291235,-4.51216520677481,"NR1H3","Down"
"216306_x_at",424.796372093024,1560.15427906977,3.42645993017042,0.000943695329401706,0.0188764479578619,-4.5122425292265,"PTBP1","Up"
"219540_at",263.391576744186,848.440537209302,3.42511925389583,0.00094779271815232,0.0189414037117382,-4.51230567602401,"ZNF267","Up"
"217153_at",-42.0065813953489,204.78226744186,-3.42439978067805,0.000949998488175301,0.0189627146007347,-4.51233955842818,"ARHGAP1","Down"
"202021_x_at",-1256.77523255814,2908.93861627907,-3.42421653266069,0.000950561064893444,0.0189627146007347,-4.51234818760039,"EIF1","Down"
"212764_at",-477.358139534884,1741.10730232558,-3.42253062679556,0.000955751599202725,0.0190492065161309,-4.51242756585896,"ZEB1","Down"
"202246_s_at",335.234232558139,878.428418604651,3.42201265925905,0.000957351664484443,0.0190599424911319,-4.51245194947445,"CDK4","Up"
"218494_s_at",-194.245813953488,514.210488372093,-3.42180270140107,0.000958000968903099,0.0190599424911319,-4.51246183281296,"SLC2A4RG","Down"
"201008_s_at",-455.627813953488,535.257120930233,-3.42098265915128,0.000960540966060367,0.0190934293904756,-4.5125004316093,"TXNIP","Down"
"204688_at",-415.037372093023,1213.45912790698,-3.42058084057148,0.000961787873762864,0.019101175749606,-4.51251934316233,"SGCE","Down"
"203992_s_at",107.730934883721,160.167553488372,3.42009907130331,0.00096328489230265,0.0191138711087978,-4.51254201606268,"KDM6A","Up"
"200782_at",-773.315255813952,2300.74446511628,-3.41930458413744,0.00096575842780499,0.019145903066529,-4.51257940237989,"ANXA5","Down"
"217428_s_at",384.312609302326,398.378527906977,3.41739954099251,0.000971713945243484,0.0192423843908464,-4.51266902988626,"COL10A1","Up"
"204767_s_at",206.751413953488,627.171362790698,3.41719601934588,0.000972352233724951,0.0192423843908464,-4.51267860353079,"FEN1","Up"
"205420_at",127.554090697674,250.824543023256,3.41489632035539,0.000979592101660622,0.0193684567890893,-4.5127867605532,"PEX7","Up"
"219090_at",-329.940279069768,536.338953488372,-3.41452313843074,0.000980771725059323,0.0193745889623199,-4.51280430807026,"SLC24A3","Down"
"204663_at",-247.730813953489,591.700593023256,-3.41393073504899,0.000982647053907735,0.0193944413660107,-4.51283216161992,"ME3","Down"
"214113_s_at",301.382651162791,988.855534883721,3.41361524967667,0.0009836471415432,0.0193969993407143,-4.51284699404286,"RBM8A","Up"
"218696_at",268.478813953488,678.77838372093,3.41266873491789,0.000986653348155597,0.0194390774155183,-4.51289148977302,"EIF2AK3","Up"
"204782_at",-95.9921511627906,263.954808139535,-3.41213082853381,0.000988365637261277,0.0194556108613896,-4.51291677392013,"MLF1","Down"
"206538_at",-71.9861930232558,222.062903488372,-3.40922952132075,0.000997649593575204,0.0196210290323356,-4.51305311316813,"MRAS","Down"
"215867_x_at",773.957372093023,2193.60452325581,3.40844199309233,0.0010001837629772,0.0196535227428756,-4.51309011050195,"CA12","Up"
"212226_s_at",-1004.81920930232,3107.48906976744,-3.40780119626132,0.00100225024195157,0.0196767772170985,-4.51312021123162,"PLPP3","Down"
"201275_at",269.134479069767,431.961325581395,3.40689214458211,0.00100518870566979,0.0197170950074295,-4.51316290785481,"FDPS","Up"
"208473_s_at",-301.289023255814,1303.3223255814,-3.40579139962879,0.00100875767107505,0.0197696984912624,-4.51321459999973,"GP2","Down"
"203477_at",-521.953093023256,1737.49061627907,-3.40450862971845,0.00101293187881922,0.0198054654652338,-4.51327482918169,"COL15A1","Down"
"213140_s_at",181.593604651163,549.951523255814,3.40450492311596,0.00101294396385812,0.0198054654652338,-4.5132750031985,"SS18L1","Up"
"205830_at",249.054686046512,303.179989534884,3.40441133573805,0.00101324914196323,0.0198054654652338,-4.51327939688645,"CLGN","Up"
"219007_at",163.836081395349,299.318238372093,3.40409087653388,0.00101429478013781,0.0198085281207807,-4.51329444114635,"NUP43","Up"
"207317_s_at",-441.892209302326,933.456825581395,-3.40229500738461,0.00102017342015689,0.0199058881973344,-4.51337873616917,"CASQ2","Down"
"221536_s_at",175.231955813954,506.464138372093,3.39811849257861,0.00103396924813873,0.0201528591280349,-4.51357468426591,"LSG1","Up"
"213857_s_at",772.134697674419,2271.5988372093,3.39791693684956,0.00103463944901817,0.0201528591280349,-4.51358413738563,"CD47","Up"
"32259_at",-442.573069767442,1376.91593023256,-3.39728959748854,0.00103672805883209,0.020175905096031,-4.51361355819937,"EZH1","Down"
"215887_at",-378.697511627906,1355.68026744186,-3.39605477790865,0.00104085076486732,0.0202384621235066,-4.51367146012561,"ZNF277","Down"
"203608_at",-27.3992558139535,84.916876744186,-3.39522590777605,0.00104362677657518,0.0202747475696816,-4.5137103204596,"ALDH5A1","Down"
"213058_at",-424.158930232558,1487.43704651163,-3.39440207740784,0.00104639281607124,0.0203107762373827,-4.51374893956086,"TTC28","Down"
"216925_s_at",-141.035079069767,275.169076744186,-3.3936409527833,0.00104895445208475,0.020342778116453,-4.51378461478544,"TAL1","Down"
"212533_at",253.17311627907,428.216976744186,3.39088419878973,0.00105828207117926,0.0205058255583369,-4.51391379329004,"WEE1","Up"
"218905_at",431.323302325582,1245.02388372093,3.39003113978621,0.00106118422414052,0.0205409571819429,-4.5139537554879,"INTS8","Up"
"211730_s_at",-550.503162790698,968.71776744186,-3.38980969430762,0.00106193881764566,0.0205409571819429,-4.51396412840194,"POLR2L","Down"
"213027_at",-185.142465116279,700.759162790698,-3.38918423619359,0.00106407284622809,0.0205624308853749,-4.51399342407924,"RO60","Down"
"219495_s_at",286.648255813953,663.216313953488,3.38894371974045,0.00106489454928522,0.0205624308853749,-4.51400468880959,"ZNF180","Up"
"202007_at",-285.067297674419,459.326509302326,-3.38386397942148,0.0010823891863215,0.0208821456613004,-4.51424250271016,"NID1","Down"
"219884_at",-197.94323255814,303.247495348837,-3.38319517262189,0.00108471260870425,0.0209088676987517,-4.51427379960767,"LHX6","Down"
"204392_at",-135.263397674419,328.65726627907,-3.38271595735681,0.00108638027936475,0.0209229142308425,-4.51429622253071,"CAMK1","Down"
"209694_at",380.474558139535,911.588,3.38191183667748,0.0010891840447547,0.020958797987279,-4.51433384429575,"PTS","Up"
"213620_s_at",-156.34196744186,182.820704651163,-3.37899266296856,0.00109941980421187,0.0211375077629448,-4.51447038153375,"ICAM2","Down"
"201814_at",-762.506976744187,3281.82627906977,-3.37844215567462,0.00110136021388809,0.0211390606537259,-4.51449612316058,"TBC1D5","Down"
"219374_s_at",-58.053858139535,187.873001162791,-3.3781937953727,0.00110223668046567,0.0211390606537259,-4.51450773571702,"ALG9","Down"
"207395_at",-256.554604651163,618.907511627907,-3.37816267136785,0.00110234656373152,0.0211390606537259,-4.51450919094688,"BTN1A1","Down"
"215629_s_at",130.377662790697,352.034598837209,3.37513919034392,0.00111307023463003,0.0213263491300611,-4.51465052247534,"DLEU2","Up"
"221087_s_at",-226.080206976744,414.608538372093,-3.37418876805258,0.0011164614147041,0.0213498986635571,-4.5146949357268,"APOL3","Down"
"204738_s_at",-158.561337209302,366.945901162791,-3.37390606856881,0.0011174719824989,0.0213498986635571,-4.51470814499535,"KRIT1","Down"
"201378_s_at",187.077558139535,526.578965116279,3.37383818315514,0.00111771478106579,0.0213498986635571,-4.51471131688611,"UBAP2L","Up"
"202890_at",167.396120930233,149.948630232558,3.37372160831666,0.00111813183774048,0.0213498986635571,-4.51471676367144,"MAP7","Up"
"216264_s_at",-360.340511627907,1273.70095348837,-3.37283118584898,0.00112132223543924,0.0213632876273436,-4.51475836402876,"LAMB2","Down"
"205376_at",140.591860465116,229.075944186047,3.3727661635982,0.00112155554641038,0.0213632876273436,-4.51476140162621,"INPP4B","Up"
"208057_s_at",-155.915976744186,490.800662790698,-3.37272334303482,0.00112170921886604,0.0213632876273436,-4.51476340202647,"GLI2","Down"
"219857_at",169.002372093023,530.45288372093,3.37206755332269,0.00112406516278211,0.0213898753392603,-4.51479403613051,"PLEKHS1","Up"
"217637_at",-205.371534883721,904.467651162791,-3.36981594069133,0.00113218962625428,0.0215100996018961,-4.51489919224908,"KCNB1","Down"
"217197_x_at",-199.651139534884,743.014848837209,-3.3696864643404,0.00113265848957024,0.0215100996018961,-4.51490523799086,"N4BP2L1","Down"
"203706_s_at",343.820651162791,851.442255813953,3.36951517613283,0.00113327904378343,0.0215100996018961,-4.51491323589652,"FZD7","Up"
"204759_at",-401.875813953488,1204.58009302326,-3.36877032743144,0.00113598125183792,0.0215430384976208,-4.51494801235916,"RCBTB2","Down"
"210106_at",-222.084511627907,505.867790697674,-3.36679726450821,0.00114316857215878,0.0216564982211417,-4.5150401134634,"RDH5","Down"
"202926_at",-85.0557046511628,191.664812790698,-3.36659498290355,0.00114390784033944,0.0216564982211417,-4.5150495541906,"NBAS","Down"
"205756_s_at",-598.147930232559,1971.95975581395,-3.36577615637982,0.00114690496022396,0.0216948074946269,-4.51508776672151,"F8","Down"
"206976_s_at",478.047209302325,1191.24090697674,3.3652179429008,0.00114895240016953,0.0217151029117706,-4.51511381426602,"HSPH1","Up"
"221588_x_at",-534.779744186047,1710.41308139535,-3.36433771774731,0.00115218791438609,0.0217254290862424,-4.51515488293909,"ALDH6A1","Down"
"201629_s_at",108.161830232558,281.69166627907,3.36428759638357,0.00115237240713036,0.0217254290862424,-4.51515722127931,"ACP1","Up"
"209302_at",367.776395348837,1356.32456976744,3.36427366447947,0.00115242369429334,0.0217254290862424,-4.51515787124898,"POLR2H","Up"
